Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Year,Month,Day,Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr)
Williams,48.858453999999995,-94.980897,1093,2017,9,3,81.374,46.305,0.0,16.0,1419.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,4,68.57600000000001,50.846000000000004,0.01,10.0,1429.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,5,65.516,45.532,0.0,8.0,1437.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,6,63.788000000000004,37.26,0.0,7.0,1444.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,7,67.64,43.67100000000001,0.0,9.0,1453.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,8,68.324,32.846,0.0,9.0,1462.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,9,74.84,40.006,0.0,12.0,1474.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,10,82.05799999999999,50.773999999999994,0.0,16.0,1490.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,11,77.666,53.6,0.0,16.0,1506.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,12,88.14200000000001,53.924,0.0,20.0,1526.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,13,77.666,54.266000000000005,0.0,16.0,1542.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,14,63.806000000000004,55.364,0.06,10.0,1552.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,15,56.138000000000005,48.542,1.4509999999999998,3.0,1555.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,16,51.961999999999996,47.246,0.25,1.0,1556.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,17,56.66,41.81,0.0,3.0,1559.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,18,64.49,40.093,0.0,7.0,1566.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,19,72.176,52.916000000000004,0.43,13.0,1579.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,20,67.118,49.388000000000005,0.25,9.0,1588.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,21,77.234,48.272,0.0,14.0,1602.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,22,72.518,50.846000000000004,0.22,12.0,1614.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,23,61.321999999999996,52.483999999999995,0.0,7.0,1621.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,24,60.224,49.136,0.7809999999999999,5.0,1626.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,25,55.472,46.391000000000005,0.0,3.0,1629.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,26,52.232,43.407,0.43,1.0,1630.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,27,64.382,41.208999999999996,0.0,7.0,1637.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,28,63.878,43.773999999999994,0.0,7.0,1644.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,29,59.342,40.951,0.0,5.0,1649.0,
Williams,48.858453999999995,-94.980897,1093,2017,9,30,68.234,37.135,0.0,9.0,1658.0,
Carson,46.44303,-101.373829,2107,2017,5,15,75.32600000000001,42.648999999999994,0.06,,,
Carson,46.44303,-101.373829,2107,2017,5,16,64.13,50.233999999999995,0.19,7.0,7.0,
Carson,46.44303,-101.373829,2107,2017,5,17,56.083999999999996,39.585,0.0,3.0,10.0,
Carson,46.44303,-101.373829,2107,2017,5,18,56.588,31.462,0.0,3.0,13.0,
Carson,46.44303,-101.373829,2107,2017,5,19,56.983999999999995,30.607,0.0,3.0,16.0,
Carson,46.44303,-101.373829,2107,2017,5,20,60.926,33.255,0.0,5.0,21.0,
Carson,46.44303,-101.373829,2107,2017,5,21,70.934,27.875999999999998,0.03,10.0,31.0,
Carson,46.44303,-101.373829,2107,2017,5,22,61.556000000000004,45.211999999999996,0.14,6.0,37.0,
Carson,46.44303,-101.373829,2107,2017,5,23,64.238,41.038000000000004,0.0,7.0,44.0,
Carson,46.44303,-101.373829,2107,2017,5,24,69.062,39.542,0.0,10.0,54.0,
Carson,46.44303,-101.373829,2107,2017,5,25,72.986,43.155,0.02,11.0,65.0,
Carson,46.44303,-101.373829,2107,2017,5,26,69.02600000000001,44.357,0.0,10.0,75.0,
Carson,46.44303,-101.373829,2107,2017,5,27,76.658,39.499,0.0,13.0,88.0,
Carson,46.44303,-101.373829,2107,2017,5,28,76.388,42.494,0.0,13.0,101.0,
Carson,46.44303,-101.373829,2107,2017,5,29,65.426,39.499,0.0,8.0,109.0,
Carson,46.44303,-101.373829,2107,2017,5,30,66.794,29.322,0.0,8.0,117.0,
Carson,46.44303,-101.373829,2107,2017,5,31,74.678,29.070999999999998,0.0,12.0,129.0,
Carson,46.44303,-101.373829,2107,2017,6,1,89.186,47.48,0.0,18.0,147.0,
Carson,46.44303,-101.373829,2107,2017,6,2,92.948,59.504,0.0,23.0,170.0,
Carson,46.44303,-101.373829,2107,2017,6,3,84.596,47.786,0.0,17.0,187.0,
Carson,46.44303,-101.373829,2107,2017,6,4,90.626,43.16,0.0,18.0,205.0,
Carson,46.44303,-101.373829,2107,2017,6,5,90.734,50.611999999999995,0.0,18.0,223.0,
Carson,46.44303,-101.373829,2107,2017,6,6,78.782,49.748000000000005,0.01,14.0,237.0,
Carson,46.44303,-101.373829,2107,2017,6,7,80.33,43.601000000000006,0.0,15.0,252.0,
Carson,46.44303,-101.373829,2107,2017,6,8,83.75,46.79600000000001,0.0,17.0,269.0,
Carson,46.44303,-101.373829,2107,2017,6,9,99.266,59.288000000000004,0.0,23.0,292.0,
Carson,46.44303,-101.373829,2107,2017,6,10,83.228,58.891999999999996,0.0,21.0,313.0,
Carson,46.44303,-101.373829,2107,2017,6,11,82.544,46.43600000000001,0.08,16.0,329.0,
Carson,46.44303,-101.373829,2107,2017,6,12,82.20200000000001,43.178000000000004,0.09,16.0,345.0,
Carson,46.44303,-101.373829,2107,2017,6,13,77.414,56.263999999999996,0.4,17.0,362.0,
Carson,46.44303,-101.373829,2107,2017,6,14,76.406,55.832,0.0,16.0,378.0,
Carson,46.44303,-101.373829,2107,2017,6,15,82.20200000000001,55.61600000000001,0.0,19.0,397.0,
Carson,46.44303,-101.373829,2107,2017,6,16,79.556,48.632,0.0,15.0,412.0,
Carson,46.44303,-101.373829,2107,2017,6,17,70.08800000000001,50.792,0.05,10.0,422.0,
Carson,46.44303,-101.373829,2107,2017,6,18,76.568,47.228,0.0,13.0,435.0,
Carson,46.44303,-101.373829,2107,2017,6,19,80.92399999999999,49.01,0.0,15.0,450.0,
Carson,46.44303,-101.373829,2107,2017,6,20,76.47800000000001,46.018,0.0,13.0,463.0,
Carson,46.44303,-101.373829,2107,2017,6,21,89.78,52.754,0.0,19.0,482.0,
Carson,46.44303,-101.373829,2107,2017,6,22,77.936,49.153999999999996,0.0,14.0,496.0,
Carson,46.44303,-101.373829,2107,2017,6,23,68.126,41.592,0.0,9.0,505.0,
Carson,46.44303,-101.373829,2107,2017,6,24,66.938,38.345,0.0,8.0,513.0,
Carson,46.44303,-101.373829,2107,2017,6,25,71.96,34.03,0.0,11.0,524.0,
Carson,46.44303,-101.373829,2107,2017,6,26,78.62,36.18,0.0,14.0,538.0,
Carson,46.44303,-101.373829,2107,2017,6,27,90.48200000000001,56.606,0.02,21.0,559.0,
Carson,46.44303,-101.373829,2107,2017,6,28,81.86,54.842,0.0,18.0,577.0,
Carson,46.44303,-101.373829,2107,2017,6,29,76.568,49.964,0.0,13.0,590.0,
Carson,46.44303,-101.373829,2107,2017,6,30,71.294,47.516000000000005,0.0,11.0,601.0,
Carson,46.44303,-101.373829,2107,2017,7,1,89.708,57.70399999999999,0.0,22.0,623.0,
Carson,46.44303,-101.373829,2107,2017,7,2,83.75,47.57,0.0,17.0,640.0,
Carson,46.44303,-101.373829,2107,2017,7,3,95.756,60.656000000000006,0.0,23.0,663.0,
Carson,46.44303,-101.373829,2107,2017,7,4,100.454,63.464,0.0,25.0,688.0,
Carson,46.44303,-101.373829,2107,2017,7,5,102.93799999999999,55.273999999999994,0.0,21.0,709.0,
Carson,46.44303,-101.373829,2107,2017,7,6,89.042,54.211999999999996,0.0,20.0,729.0,
Carson,46.44303,-101.373829,2107,2017,7,7,89.88799999999999,49.513999999999996,0.0,18.0,747.0,
Carson,46.44303,-101.373829,2107,2017,7,8,96.206,53.726000000000006,0.0,20.0,767.0,
Carson,46.44303,-101.373829,2107,2017,7,9,96.02600000000001,65.354,0.0,26.0,793.0,
Carson,46.44303,-101.373829,2107,2017,7,10,84.93799999999999,56.12,0.0,21.0,814.0,
Carson,46.44303,-101.373829,2107,2017,7,11,95.684,60.566,0.0,23.0,837.0,
Carson,46.44303,-101.373829,2107,2017,7,12,75.38,50.738,0.0,13.0,850.0,
Carson,46.44303,-101.373829,2107,2017,7,13,82.382,47.263999999999996,0.0,16.0,866.0,
Carson,46.44303,-101.373829,2107,2017,7,14,103.02799999999999,56.426,0.5710000000000001,21.0,887.0,
Carson,46.44303,-101.373829,2107,2017,7,15,85.28,60.908,0.0,23.0,910.0,
Carson,46.44303,-101.373829,2107,2017,7,16,98.258,57.758,0.0,22.0,932.0,
Carson,46.44303,-101.373829,2107,2017,7,17,93.488,66.02,0.0,26.0,958.0,
Carson,46.44303,-101.373829,2107,2017,7,18,81.86,57.668,0.2,20.0,978.0,
Carson,46.44303,-101.373829,2107,2017,7,19,86.14399999999999,57.236000000000004,1.541,22.0,1000.0,
Carson,46.44303,-101.373829,2107,2017,7,20,92.64200000000001,62.672,0.11,24.0,1024.0,
Carson,46.44303,-101.373829,2107,2017,7,21,90.24799999999999,64.13,0.0,25.0,1049.0,
Carson,46.44303,-101.373829,2107,2017,7,22,86.21600000000001,55.742,0.0,21.0,1070.0,
Carson,46.44303,-101.373829,2107,2017,7,23,85.964,50.648,0.0,18.0,1088.0,
Carson,46.44303,-101.373829,2107,2017,7,24,89.22200000000001,64.22,0.0,25.0,1113.0,
Carson,46.44303,-101.373829,2107,2017,7,25,86.486,61.501999999999995,0.01,24.0,1137.0,
Carson,46.44303,-101.373829,2107,2017,7,26,88.016,53.222,0.0,20.0,1157.0,
Carson,46.44303,-101.373829,2107,2017,7,27,85.46,57.361999999999995,0.0,21.0,1178.0,
Carson,46.44303,-101.373829,2107,2017,7,28,85.964,65.24600000000001,0.0,26.0,1204.0,
Carson,46.44303,-101.373829,2107,2017,7,29,88.95200000000001,59.504,1.131,23.0,1227.0,
Carson,46.44303,-101.373829,2107,2017,7,30,86.648,59.0,0.11,23.0,1250.0,
Carson,46.44303,-101.373829,2107,2017,7,31,91.77799999999999,60.224,0.0,23.0,1273.0,
Carson,46.44303,-101.373829,2107,2017,8,1,83.40799999999999,56.516000000000005,0.01,20.0,1293.0,
Carson,46.44303,-101.373829,2107,2017,8,2,63.913999999999994,54.211999999999996,0.841,9.0,1302.0,
Carson,46.44303,-101.373829,2107,2017,8,3,71.294,50.288000000000004,0.06,11.0,1313.0,
Carson,46.44303,-101.373829,2107,2017,8,4,76.046,47.732,0.0,13.0,1326.0,
Carson,46.44303,-101.373829,2107,2017,8,5,68.918,52.7,0.04,11.0,1337.0,
Carson,46.44303,-101.373829,2107,2017,8,6,70.016,50.468,0.16,10.0,1347.0,
Carson,46.44303,-101.373829,2107,2017,8,7,76.64,45.831,0.0,13.0,1360.0,
Carson,46.44303,-101.373829,2107,2017,8,8,81.518,50.99,0.04,16.0,1376.0,
Carson,46.44303,-101.373829,2107,2017,8,9,73.688,50.0,0.0,12.0,1388.0,
Carson,46.44303,-101.373829,2107,2017,8,10,74.678,51.98,0.0,13.0,1401.0,
Carson,46.44303,-101.373829,2107,2017,8,11,77.936,49.352,0.0,14.0,1415.0,
Carson,46.44303,-101.373829,2107,2017,8,12,72.41,56.21,2.082,14.0,1429.0,
Carson,46.44303,-101.373829,2107,2017,8,13,73.58,49.964,0.0,12.0,1441.0,
Carson,46.44303,-101.373829,2107,2017,8,14,69.242,44.035,0.0,10.0,1451.0,
Carson,46.44303,-101.373829,2107,2017,8,15,67.406,58.82,0.71,13.0,1464.0,
Carson,46.44303,-101.373829,2107,2017,8,16,77.756,53.438,0.0,16.0,1480.0,
Carson,46.44303,-101.373829,2107,2017,8,17,81.86,48.632,0.01,16.0,1496.0,
Carson,46.44303,-101.373829,2107,2017,8,18,79.898,53.438,0.0,17.0,1513.0,
Carson,46.44303,-101.373829,2107,2017,8,19,83.48,57.83,0.0,21.0,1534.0,
Carson,46.44303,-101.373829,2107,2017,8,20,68.21600000000001,51.31399999999999,0.0,10.0,1544.0,
Carson,46.44303,-101.373829,2107,2017,8,21,74.03,48.848,0.14,12.0,1556.0,
Carson,46.44303,-101.373829,2107,2017,8,22,75.452,42.211000000000006,0.0,13.0,1569.0,
Carson,46.44303,-101.373829,2107,2017,8,23,81.014,46.958,0.0,16.0,1585.0,
Carson,46.44303,-101.373829,2107,2017,8,24,80.402,50.54,0.0,15.0,1600.0,
Carson,46.44303,-101.373829,2107,2017,8,25,69.062,50.071999999999996,0.03,10.0,1610.0,
Carson,46.44303,-101.373829,2107,2017,8,26,74.516,47.3,0.0,12.0,1622.0,
Carson,46.44303,-101.373829,2107,2017,8,27,81.69800000000001,48.848,0.0,16.0,1638.0,
Carson,46.44303,-101.373829,2107,2017,8,28,89.042,57.11,0.0,22.0,1660.0,
Carson,46.44303,-101.373829,2107,2017,8,29,84.686,51.476000000000006,0.0,18.0,1678.0,
Carson,46.44303,-101.373829,2107,2017,8,30,80.92399999999999,52.358000000000004,0.0,17.0,1695.0,
Carson,46.44303,-101.373829,2107,2017,8,31,85.28,58.383,0.0,22.0,1717.0,
Carson,46.44303,-101.373829,2107,2017,9,1,79.898,55.058,0.0,17.0,1734.0,
Carson,46.44303,-101.373829,2107,2017,9,2,84.09200000000001,46.81399999999999,0.0,17.0,1751.0,
Carson,46.44303,-101.373829,2107,2017,9,3,87.854,52.79,0.0,19.0,1770.0,
Carson,46.44303,-101.373829,2107,2017,9,4,69.89,43.308,0.0,10.0,1780.0,
Carson,46.44303,-101.373829,2107,2017,9,5,66.74,37.494,0.0,8.0,1788.0,
Carson,46.44303,-101.373829,2107,2017,9,6,75.02,33.73,0.0,13.0,1801.0,
Carson,46.44303,-101.373829,2107,2017,9,7,83.066,41.638999999999996,0.0,17.0,1818.0,
Carson,46.44303,-101.373829,2107,2017,9,8,77.072,42.409,0.0,14.0,1832.0,
Carson,46.44303,-101.373829,2107,2017,9,9,84.434,54.338,0.0,19.0,1851.0,
Carson,46.44303,-101.373829,2107,2017,9,10,91.52600000000001,49.784,0.0,18.0,1869.0,
Carson,46.44303,-101.373829,2107,2017,9,11,82.20200000000001,48.83,0.0,16.0,1885.0,
Carson,46.44303,-101.373829,2107,2017,9,12,94.42399999999999,52.574,0.0,19.0,1904.0,
Carson,46.44303,-101.373829,2107,2017,9,13,80.33,42.795,0.0,15.0,1919.0,
Carson,46.44303,-101.373829,2107,2017,9,14,71.168,52.754,0.21,12.0,1931.0,
Carson,46.44303,-101.373829,2107,2017,9,15,53.18600000000001,44.333999999999996,0.43,2.0,1933.0,
Carson,46.44303,-101.373829,2107,2017,9,16,48.722,40.743,0.02,0.0,1933.0,
Carson,46.44303,-101.373829,2107,2017,9,17,63.446000000000005,32.832,0.0,7.0,1940.0,
Carson,46.44303,-101.373829,2107,2017,9,18,72.14,33.900999999999996,0.0,11.0,1951.0,
Carson,46.44303,-101.373829,2107,2017,9,19,70.952,46.258,0.04,10.0,1961.0,
Carson,46.44303,-101.373829,2107,2017,9,20,70.358,40.464,0.0,10.0,1971.0,
Carson,46.44303,-101.373829,2107,2017,9,21,77.072,48.416000000000004,0.0,14.0,1985.0,
Carson,46.44303,-101.373829,2107,2017,9,22,53.888000000000005,45.784,0.0,2.0,1987.0,
Carson,46.44303,-101.373829,2107,2017,9,23,53.006,44.718999999999994,0.3,2.0,1989.0,
Carson,46.44303,-101.373829,2107,2017,9,24,50.126000000000005,42.28,0.25,0.0,1989.0,
Carson,46.44303,-101.373829,2107,2017,9,25,50.576,44.292,0.0,0.0,1989.0,
Carson,46.44303,-101.373829,2107,2017,9,26,55.238,37.153,0.0,3.0,1992.0,
Carson,46.44303,-101.373829,2107,2017,9,27,75.092,36.556,0.0,13.0,2005.0,
Carson,46.44303,-101.373829,2107,2017,9,28,71.672,39.844,0.0,11.0,2016.0,
Carson,46.44303,-101.373829,2107,2017,9,29,65.12,37.497,0.0,8.0,2024.0,
Carson,46.44303,-101.373829,2107,2017,9,30,78.458,43.948,0.0,14.0,2038.0,
Edmore,48.420564,-98.512766,1520,2017,5,15,77.396,38.705,0.0,,,
Edmore,48.420564,-98.512766,1520,2017,5,16,60.566,45.095,0.13,5.0,5.0,
Edmore,48.420564,-98.512766,1520,2017,5,17,52.861999999999995,38.961,0.0,1.0,6.0,
Edmore,48.420564,-98.512766,1520,2017,5,18,57.361999999999995,32.938,0.0,4.0,10.0,
Edmore,48.420564,-98.512766,1520,2017,5,19,63.68,28.288,0.0,7.0,17.0,
Edmore,48.420564,-98.512766,1520,2017,5,20,59.972,40.311,0.04,5.0,22.0,
Edmore,48.420564,-98.512766,1520,2017,5,21,53.833999999999996,38.277,0.26,2.0,24.0,
Edmore,48.420564,-98.512766,1520,2017,5,22,52.988,41.388999999999996,0.05,1.0,25.0,
Edmore,48.420564,-98.512766,1520,2017,5,23,64.688,41.848,0.0,7.0,32.0,
Edmore,48.420564,-98.512766,1520,2017,5,24,66.47,37.425,0.0,8.0,40.0,
Edmore,48.420564,-98.512766,1520,2017,5,25,70.25,48.038000000000004,0.0,10.0,50.0,
Edmore,48.420564,-98.512766,1520,2017,5,26,65.768,43.523999999999994,0.0,8.0,58.0,
Edmore,48.420564,-98.512766,1520,2017,5,27,72.28399999999999,43.263999999999996,0.23,11.0,69.0,
Edmore,48.420564,-98.512766,1520,2017,5,28,62.618,44.63399999999999,0.03,6.0,75.0,
Edmore,48.420564,-98.512766,1520,2017,5,29,56.983999999999995,44.611000000000004,0.06,3.0,78.0,
Edmore,48.420564,-98.512766,1520,2017,5,30,65.372,42.755,0.01,8.0,86.0,
Edmore,48.420564,-98.512766,1520,2017,5,31,75.704,39.986999999999995,0.0,13.0,99.0,
Edmore,48.420564,-98.512766,1520,2017,6,1,82.88600000000001,43.952,0.0,16.0,115.0,
Edmore,48.420564,-98.512766,1520,2017,6,2,91.292,58.352,1.421,22.0,137.0,
Edmore,48.420564,-98.512766,1520,2017,6,3,77.972,56.228,0.0,17.0,154.0,
Edmore,48.420564,-98.512766,1520,2017,6,4,79.43,48.596000000000004,0.0,15.0,169.0,
Edmore,48.420564,-98.512766,1520,2017,6,5,79.574,52.718,0.0,16.0,185.0,
Edmore,48.420564,-98.512766,1520,2017,6,6,74.426,58.513999999999996,0.0,16.0,201.0,
Edmore,48.420564,-98.512766,1520,2017,6,7,74.012,51.836000000000006,0.0,13.0,214.0,
Edmore,48.420564,-98.512766,1520,2017,6,8,79.682,51.26,0.0,15.0,229.0,
Edmore,48.420564,-98.512766,1520,2017,6,9,78.62,53.833999999999996,0.81,16.0,245.0,
Edmore,48.420564,-98.512766,1520,2017,6,10,74.94800000000001,58.766000000000005,0.18,17.0,262.0,
Edmore,48.420564,-98.512766,1520,2017,6,11,78.404,54.733999999999995,0.0,17.0,279.0,
Edmore,48.420564,-98.512766,1520,2017,6,12,75.002,48.848,0.0,13.0,292.0,
Edmore,48.420564,-98.512766,1520,2017,6,13,68.558,52.466,1.361,11.0,303.0,
Edmore,48.420564,-98.512766,1520,2017,6,14,69.476,55.958,0.14,13.0,316.0,
Edmore,48.420564,-98.512766,1520,2017,6,15,70.664,54.644,0.0,13.0,329.0,
Edmore,48.420564,-98.512766,1520,2017,6,16,72.932,51.188,0.03,12.0,341.0,
Edmore,48.420564,-98.512766,1520,2017,6,17,66.92,54.284,0.0,11.0,352.0,
Edmore,48.420564,-98.512766,1520,2017,6,18,64.88600000000001,49.856,0.0,7.0,359.0,
Edmore,48.420564,-98.512766,1520,2017,6,19,70.376,47.57,0.19,10.0,369.0,
Edmore,48.420564,-98.512766,1520,2017,6,20,69.206,44.442,0.0,10.0,379.0,
Edmore,48.420564,-98.512766,1520,2017,6,21,77.72,50.198,0.05,14.0,393.0,
Edmore,48.420564,-98.512766,1520,2017,6,22,70.286,47.408,0.0,10.0,403.0,
Edmore,48.420564,-98.512766,1520,2017,6,23,62.474,43.011,0.0,6.0,409.0,
Edmore,48.420564,-98.512766,1520,2017,6,24,54.482,40.881,0.0,2.0,411.0,
Edmore,48.420564,-98.512766,1520,2017,6,25,64.4,37.508,0.0,7.0,418.0,
Edmore,48.420564,-98.512766,1520,2017,6,26,70.124,40.071,0.0,10.0,428.0,
Edmore,48.420564,-98.512766,1520,2017,6,27,76.91,46.49,0.0,13.0,441.0,
Edmore,48.420564,-98.512766,1520,2017,6,28,74.768,57.794,1.7209999999999999,16.0,457.0,
Edmore,48.420564,-98.512766,1520,2017,6,29,75.938,50.81,0.0,13.0,470.0,
Edmore,48.420564,-98.512766,1520,2017,6,30,66.542,51.332,0.0,9.0,479.0,
Edmore,48.420564,-98.512766,1520,2017,7,1,70.574,50.756,0.02,11.0,490.0,
Edmore,48.420564,-98.512766,1520,2017,7,2,72.05,44.458,0.0,11.0,501.0,
Edmore,48.420564,-98.512766,1520,2017,7,3,78.89,54.211999999999996,0.0,17.0,518.0,
Edmore,48.420564,-98.512766,1520,2017,7,4,88.178,61.178000000000004,0.0,24.0,542.0,
Edmore,48.420564,-98.512766,1520,2017,7,5,84.272,60.242,0.0,22.0,564.0,
Edmore,48.420564,-98.512766,1520,2017,7,6,77.72,57.578,0.0,18.0,582.0,
Edmore,48.420564,-98.512766,1520,2017,7,7,74.17399999999999,54.356,0.0,14.0,596.0,
Edmore,48.420564,-98.512766,1520,2017,7,8,80.726,52.861999999999995,0.0,17.0,613.0,
Edmore,48.420564,-98.512766,1520,2017,7,9,78.458,59.036,0.05,19.0,632.0,
Edmore,48.420564,-98.512766,1520,2017,7,10,81.41,54.14,0.0,18.0,650.0,
Edmore,48.420564,-98.512766,1520,2017,7,11,85.98200000000001,60.332,0.15,23.0,673.0,
Edmore,48.420564,-98.512766,1520,2017,7,12,62.51,53.15,0.01,8.0,681.0,
Edmore,48.420564,-98.512766,1520,2017,7,13,71.456,46.976000000000006,0.0,11.0,692.0,
Edmore,48.420564,-98.512766,1520,2017,7,14,82.77799999999999,47.138000000000005,0.05,16.0,708.0,
Edmore,48.420564,-98.512766,1520,2017,7,15,75.938,51.476000000000006,0.0,14.0,722.0,
Edmore,48.420564,-98.512766,1520,2017,7,16,80.27600000000001,45.975,0.01,15.0,737.0,
Edmore,48.420564,-98.512766,1520,2017,7,17,79.718,53.96,0.36,17.0,754.0,
Edmore,48.420564,-98.512766,1520,2017,7,18,78.566,49.604,0.0,14.0,768.0,
Edmore,48.420564,-98.512766,1520,2017,7,19,81.428,52.052,0.0,17.0,785.0,
Edmore,48.420564,-98.512766,1520,2017,7,20,82.05799999999999,49.856,0.0,16.0,801.0,
Edmore,48.420564,-98.512766,1520,2017,7,21,83.588,60.763999999999996,0.12,22.0,823.0,
Edmore,48.420564,-98.512766,1520,2017,7,22,75.02,58.352,0.0,17.0,840.0,
Edmore,48.420564,-98.512766,1520,2017,7,23,79.34,55.22,0.0,17.0,857.0,
Edmore,48.420564,-98.512766,1520,2017,7,24,79.916,58.73,0.0,19.0,876.0,
Edmore,48.420564,-98.512766,1520,2017,7,25,80.078,58.856,0.0,19.0,895.0,
Edmore,48.420564,-98.512766,1520,2017,7,26,79.574,54.211999999999996,0.0,17.0,912.0,
Edmore,48.420564,-98.512766,1520,2017,7,27,81.248,50.251999999999995,0.0,16.0,928.0,
Edmore,48.420564,-98.512766,1520,2017,7,28,84.524,53.456,0.0,19.0,947.0,
Edmore,48.420564,-98.512766,1520,2017,7,29,87.314,57.668,0.03,22.0,969.0,
Edmore,48.420564,-98.512766,1520,2017,7,30,88.82600000000001,60.943999999999996,0.0,23.0,992.0,
Edmore,48.420564,-98.512766,1520,2017,7,31,91.022,61.88,0.0,24.0,1016.0,
Edmore,48.420564,-98.512766,1520,2017,8,1,79.232,52.556000000000004,0.0,16.0,1032.0,
Edmore,48.420564,-98.512766,1520,2017,8,2,63.032,50.378,0.73,7.0,1039.0,
Edmore,48.420564,-98.512766,1520,2017,8,3,72.30199999999999,50.198,0.09,11.0,1050.0,
Edmore,48.420564,-98.512766,1520,2017,8,4,77.306,46.375,0.0,14.0,1064.0,
Edmore,48.420564,-98.512766,1520,2017,8,5,76.442,47.75,0.0,13.0,1077.0,
Edmore,48.420564,-98.512766,1520,2017,8,6,77.19800000000001,44.611000000000004,0.0,14.0,1091.0,
Edmore,48.420564,-98.512766,1520,2017,8,7,78.98,44.955,0.0,14.0,1105.0,
Edmore,48.420564,-98.512766,1520,2017,8,8,82.4,49.153999999999996,0.0,16.0,1121.0,
Edmore,48.420564,-98.512766,1520,2017,8,9,71.06,58.604,1.4609999999999999,15.0,1136.0,
Edmore,48.420564,-98.512766,1520,2017,8,10,75.686,51.908,0.02,14.0,1150.0,
Edmore,48.420564,-98.512766,1520,2017,8,11,78.116,46.63399999999999,0.0,14.0,1164.0,
Edmore,48.420564,-98.512766,1520,2017,8,12,75.2,50.126000000000005,0.0,13.0,1177.0,
Edmore,48.420564,-98.512766,1520,2017,8,13,76.78399999999999,49.784,0.0,13.0,1190.0,
Edmore,48.420564,-98.512766,1520,2017,8,14,79.88,46.724,0.0,15.0,1205.0,
Edmore,48.420564,-98.512766,1520,2017,8,15,70.79,52.556000000000004,0.68,12.0,1217.0,
Edmore,48.420564,-98.512766,1520,2017,8,16,74.858,52.574,0.9109999999999999,14.0,1231.0,
Edmore,48.420564,-98.512766,1520,2017,8,17,79.916,50.396,0.0,15.0,1246.0,
Edmore,48.420564,-98.512766,1520,2017,8,18,81.086,53.38399999999999,0.0,17.0,1263.0,
Edmore,48.420564,-98.512766,1520,2017,8,19,83.17399999999999,50.108000000000004,0.0,17.0,1280.0,
Edmore,48.420564,-98.512766,1520,2017,8,20,76.028,48.83,0.0,13.0,1293.0,
Edmore,48.420564,-98.512766,1520,2017,8,21,74.17399999999999,46.119,0.06,12.0,1305.0,
Edmore,48.420564,-98.512766,1520,2017,8,22,75.02,43.695,0.0,13.0,1318.0,
Edmore,48.420564,-98.512766,1520,2017,8,23,76.37,44.292,0.0,13.0,1331.0,
Edmore,48.420564,-98.512766,1520,2017,8,24,72.842,48.343999999999994,0.0,11.0,1342.0,
Edmore,48.420564,-98.512766,1520,2017,8,25,73.4,49.693999999999996,0.0,12.0,1354.0,
Edmore,48.420564,-98.512766,1520,2017,8,26,75.182,53.833999999999996,0.0,15.0,1369.0,
Edmore,48.420564,-98.512766,1520,2017,8,27,81.752,49.658,0.01,16.0,1385.0,
Edmore,48.420564,-98.512766,1520,2017,8,28,84.956,50.378,0.0,18.0,1403.0,
Edmore,48.420564,-98.512766,1520,2017,8,29,87.98,53.402,0.0,20.0,1423.0,
Edmore,48.420564,-98.512766,1520,2017,8,30,77.126,49.19,0.0,14.0,1437.0,
Edmore,48.420564,-98.512766,1520,2017,8,31,78.062,49.118,0.0,14.0,1451.0,
Edmore,48.420564,-98.512766,1520,2017,9,1,80.42,52.808,0.04,17.0,1468.0,
Edmore,48.420564,-98.512766,1520,2017,9,2,81.608,46.724,0.0,16.0,1484.0,
Edmore,48.420564,-98.512766,1520,2017,9,3,85.946,48.254,0.0,18.0,1502.0,
Edmore,48.420564,-98.512766,1520,2017,9,4,70.574,42.413000000000004,0.0,10.0,1512.0,
Edmore,48.420564,-98.512766,1520,2017,9,5,68.21600000000001,38.79,0.0,9.0,1521.0,
